session_ix,n_agents,max_speed_avg,max_speed_dev,desired_distance_avg,desired_distance_dev,acceleration_avg,acceleration_dev,n_lanes,t_start,t_end,x_start,x_end,measure_point_x,accepted_dist_delta,window_size,average_velocity,rolling_average_density,rolling_average_flow
18,40,0.6,0.12,30,0,0.02,0.005,2,73678,76247,200,800,500,10,100,0.9960587169683816,0.0296303501945525,2.08
19,40,0.6,0.12,30,0,0.02,0.005,2,77422,79828,200,800,500,10,100,0.9998270047271276,0.0312102351313969,2.25
20,40,0.7,0.1399999999999999,30,0,0.02,0.005,2,80815,83079,200,800,500,10,100,1.0026105677186528,0.0296799116997792,2.363636363636364
21,40,0.7,0.1399999999999999,30,0,0.02,0.005,2,84073,86298,200,800,500,10,100,1.005267929691028,0.0291965620328848,2.409090909090909
22,40,0.7,0.1399999999999999,30,0,0.02,0.005,2,87244,89577,200,800,500,10,100,1.0082302048225054,0.0290899357601712,2.347826086956522
23,40,0.7,0.1399999999999999,30,0,0.02,0.005,2,90464,92640,200,800,500,10,100,1.010755113086068,0.0291819571865443,2.4285714285714284
24,40,0.7,0.1399999999999999,30,0,0.02,0.005,2,93523,95729,200,800,500,10,100,1.013383138858024,0.0294758672699849,2.1818181818181817
25,40,0.7,0.1399999999999999,30,0,0.02,0.005,2,96651,98858,200,800,500,10,100,1.0162205560833182,0.0292684766214178,2.4545454545454546
26,40,0.7,0.1399999999999999,30,0,0.02,0.005,2,99770,102043,200,800,500,10,100,1.018924795710084,0.0281941391941391,2.5
27,40,0.7,0.1399999999999999,30,0,0.02,0.005,2,103028,105207,200,800,500,10,100,1.0219449319271985,0.0307530581039755,2.8095238095238093
28,40,0.7,0.1399999999999999,30,0,0.02,0.005,2,106133,108440,200,800,500,10,100,1.0250678501598895,0.029585137085137,2.4782608695652173
29,40,0.7,0.1399999999999999,30,0,0.02,0.005,2,109372,111603,200,800,500,10,100,1.0282399742970558,0.0300447427293065,2.4545454545454546
30,40,0.8,0.16,30,0,0.02,0.005,2,112501,114614,200,800,500,10,100,1.0301093731834787,0.0266115051221434,2.4285714285714284
31,40,0.8,0.16,30,0,0.02,0.005,2,115439,117394,200,800,500,10,100,1.031764464109663,0.0289583333333333,2.5789473684210527
32,40,0.8,0.16,30,0,0.02,0.005,2,118189,120206,200,800,500,10,100,1.033675643051555,0.0290635313531353,2.55
33,40,0.8,0.16,30,0,0.02,0.005,2,121003,123116,200,800,500,10,100,1.0357118749966945,0.0276832151300236,2.238095238095238
34,40,0.8,0.16,30,0,0.02,0.005,2,123930,125897,200,800,500,10,100,1.03757240510681,0.0287055837563452,2.736842105263158
35,40,0.8,0.16,30,0,0.02,0.005,2,126709,128781,200,800,500,10,100,1.0395567928812546,0.0268353413654618,2.7
36,40,0.8,0.16,30,0,0.02,0.005,2,129622,131607,200,800,500,10,100,1.041527619079185,0.028500837520938,2.6842105263157894
37,40,0.8,0.16,30,0,0.02,0.005,2,132363,134366,200,800,500,10,100,1.0434508288315392,0.0291313383208645,2.3
38,40,0.8,0.16,30,0,0.02,0.005,2,135185,137275,200,800,500,10,100,1.0455144366507192,0.0265433571996817,2.55
39,40,0.8,0.16,30,0,0.02,0.005,2,138135,140089,200,800,500,10,100,1.047603244258266,0.0284143222506393,2.6842105263157894
40,40,0.9,0.18,30,0,0.02,0.005,2,140904,142695,200,800,500,10,100,1.048632906576463,0.0269127205199629,2.7058823529411766
41,40,0.9,0.18,30,0,0.02,0.005,2,143512,145385,200,800,500,10,100,1.0504170354745166,0.0297333333333333,2.9444444444444446
42,40,0.9,0.18,30,0,0.02,0.005,2,146130,148104,200,800,500,10,100,1.0517609419645977,0.0263924050632911,2.631578947368421
43,40,0.9,0.18,30,0,0.02,0.005,2,148888,150662,200,800,500,10,100,1.0529041927086615,0.0291361502347417,2.647058823529412
44,40,0.9,0.18,30,0,0.02,0.005,2,151390,153258,200,800,500,10,100,1.054239114215492,0.0267825311942959,2.7777777777777777
45,40,0.9,0.18,30,0,0.02,0.005,2,153975,156044,200,800,500,10,100,1.0555662884249757,0.0239814814814814,2.45
46,40,0.9,0.18,30,0,0.02,0.005,2,156772,158608,200,800,500,10,100,1.0568862404720418,0.0279076086956521,2.7222222222222223
47,40,0.9,0.18,30,0,0.02,0.005,2,159326,161135,200,800,500,10,100,1.0580886543726686,0.0281721915285451,2.7777777777777777
48,40,0.9,0.18,30,0,0.02,0.005,2,161869,163845,200,800,500,10,100,1.0593650474109788,0.0250799663299663,2.3157894736842106
49,40,0.9,0.18,30,0,0.02,0.005,2,164591,166398,200,800,500,10,100,1.0605886340525286,0.0273112338858195,2.7222222222222223
50,40,1.0,0.2,30,0,0.02,0.005,2,167057,169048,200,800,500,10,100,1.0610263580313637,0.0210275689223057,2.421052631578948
51,40,1.0,0.2,30,0,0.02,0.005,2,169715,171435,200,800,500,10,100,1.0614877365317916,0.026072463768116,2.9411764705882355
52,40,1.0,0.2,30,0,0.02,0.005,2,172045,173700,200,800,500,10,100,1.0617950628154949,0.0258684738955823,3.0625
53,40,1.0,0.2,30,0,0.02,0.005,2,174327,176032,200,800,500,10,100,1.0620718131788018,0.0255311890838206,2.764705882352941
54,40,1.0,0.2,30,0,0.02,0.005,2,176661,178523,200,800,500,10,100,1.062592436895149,0.0238829311885612,2.7222222222222223
55,40,1.0,0.2,30,0,0.02,0.005,2,179205,180883,200,800,500,10,100,1.063056547803329,0.0266071428571428,3.0
56,40,1.0,0.2,30,0,0.02,0.005,2,181523,183306,200,800,500,10,100,1.0635841152282055,0.0239169000933707,2.7058823529411766
57,40,1.0,0.2,30,0,0.02,0.005,2,183943,185589,200,800,500,10,100,1.0639571347040295,0.0264343434343434,3.1875
58,40,1.0,0.2,30,0,0.02,0.005,2,186212,187883,200,800,500,10,100,1.0643017907560817,0.0257213930348258,3.0
59,40,1.0,0.2,30,0,0.02,0.005,2,188544,190398,200,800,500,10,100,1.064893485210426,0.0243126684636119,2.611111111111111
60,40,1.1,0.22,30,0,0.02,0.005,2,191070,192694,200,800,500,10,100,1.0644929619547596,0.0247230769230768,3.125
61,40,1.1,0.22,30,0,0.02,0.005,2,193330,195028,200,800,500,10,100,1.0641077074343257,0.0228676470588235,3.0
62,40,1.1,0.22,30,0,0.02,0.005,2,195637,197466,200,800,500,10,100,1.063769053633732,0.0209790528233151,2.7222222222222223
63,40,1.1,0.22,30,0,0.02,0.005,2,198012,199801,200,800,500,10,100,1.0634987051203837,0.0221880819366853,2.764705882352941
64,40,1.1,0.22,30,0,0.02,0.005,2,200428,202267,200,800,500,10,100,1.0632056286497475,0.0210688405797101,2.4444444444444446
65,40,1.1,0.22,30,0,0.02,0.005,2,202885,204441,200,800,500,10,100,1.0629545426719005,0.026292735042735,3.2666666666666666
66,40,1.1,0.22,30,0,0.02,0.005,2,205037,206631,200,800,500,10,100,1.0626720632007116,0.0243051201671891,3.0
67,40,1.1,0.22,30,0,0.02,0.005,2,207204,208968,200,800,500,10,100,1.062628932705235,0.0231633616619452,2.8823529411764706
68,40,1.1,0.22,30,0,0.02,0.005,2,209587,211267,200,800,500,10,100,1.0623061541695398,0.0241691394658753,3.125
69,40,1.1,0.22,30,0,0.02,0.005,2,211889,213529,200,800,500,10,100,1.0618966334082198,0.0246808510638298,3.1875
70,40,1.2,0.24,30,0,0.02,0.005,2,214089,215648,200,800,500,10,100,1.0609911496685027,0.0240811965811965,3.066666666666667
71,40,1.2,0.24,30,0,0.02,0.005,2,216244,217812,200,800,500,10,100,1.0598883130786811,0.0233917197452229,3.0
72,40,1.2,0.24,30,0,0.02,0.005,2,218352,219834,200,800,500,10,100,1.0587823252027084,0.0238720538720538,3.071428571428572
73,40,1.2,0.24,30,0,0.02,0.005,2,220393,222005,200,800,500,10,100,1.0577630082938452,0.0224148606811145,3.0
74,40,1.2,0.24,30,0,0.02,0.005,2,222559,224124,200,800,500,10,100,1.0567291485995574,0.0239012738853503,3.2666666666666666
75,40,1.2,0.24,30,0,0.02,0.005,2,224733,226286,200,800,500,10,100,1.0556530409217413,0.0245123258306538,3.2
76,40,1.2,0.24,30,0,0.02,0.005,2,226862,228748,200,800,500,10,100,1.0546963416557371,0.0193430335097001,2.7777777777777777
77,40,1.2,0.24,30,0,0.02,0.005,2,229275,230919,200,800,500,10,100,1.053667993898116,0.0213880445795339,2.875
78,40,1.2,0.24,30,0,0.02,0.005,2,231483,233163,200,800,500,10,100,1.0527703376942668,0.021538081107814,2.875
79,40,1.2,0.24,30,0,0.02,0.005,2,233711,235355,200,800,500,10,100,1.0516944046315269,0.0226697061803444,2.75
80,40,1.3,0.26,30,0,0.02,0.005,2,235872,237576,200,800,500,10,100,1.0499479968268548,0.0197067448680351,2.647058823529412
81,40,1.3,0.26,30,0,0.02,0.005,2,238102,239649,200,800,500,10,100,1.0481705463978337,0.0219569892473118,3.066666666666667
82,40,1.3,0.26,30,0,0.02,0.005,2,240129,241792,200,800,500,10,100,1.0465529376444638,0.0198948948948949,2.9375
83,40,1.3,0.26,30,0,0.02,0.005,2,242321,243776,200,800,500,10,100,1.0449888381274557,0.0237671232876712,3.5
84,40,1.3,0.26,30,0,0.02,0.005,2,244254,245727,200,800,500,10,100,1.042954329907734,0.0218813559322033,3.142857142857143
85,40,1.3,0.26,30,0,0.02,0.005,2,246257,248162,200,800,500,10,100,1.041215761785674,0.0173167539267015,2.631578947368421
86,40,1.3,0.26,30,0,0.02,0.005,2,248717,250411,200,800,500,10,100,1.0395196306855612,0.0199557522123893,2.9375
87,40,1.3,0.26,30,0,0.02,0.005,2,250908,252631,200,800,500,10,100,1.0375560942390392,0.0186038647342994,2.764705882352941
88,40,1.3,0.26,30,0,0.02,0.005,2,253157,254747,200,800,500,10,100,1.0355403337968423,0.0208881922675026,3.1333333333333333
89,40,1.3,0.26,30,0,0.02,0.005,2,255267,256772,200,800,500,10,100,1.0335205321833485,0.0219315673289182,3.1333333333333333
90,40,1.4,0.2799999999999999,30,0,0.02,0.005,2,257233,258798,200,800,500,10,100,1.030914384360749,0.019432059447983,3.066666666666667
91,40,1.4,0.2799999999999999,30,0,0.02,0.005,2,259273,260747,200,800,500,10,100,1.0283697287541038,0.020864406779661,3.0
92,40,1.4,0.2799999999999999,30,0,0.02,0.005,2,261204,262775,200,800,500,10,100,1.02580420139026,0.0203862433862433,3.1333333333333333
93,40,1.4,0.2799999999999999,30,0,0.02,0.005,2,263202,264778,200,800,500,10,100,1.0230711734377678,0.0198364978902953,2.8666666666666667
94,40,1.4,0.2799999999999999,30,0,0.02,0.005,2,265190,266636,200,800,500,10,100,1.0202286325209171,0.0204425287356321,3.2857142857142856
95,40,1.4,0.2799999999999999,30,0,0.02,0.005,2,267102,268615,200,800,500,10,100,1.0173240053009065,0.0201815181518151,2.933333333333333
96,40,1.4,0.2799999999999999,30,0,0.02,0.005,2,269099,270595,200,800,500,10,100,1.014520641981567,0.0208833333333333,3.2142857142857144
97,40,1.4,0.2799999999999999,30,0,0.02,0.005,2,271073,272602,200,800,500,10,100,1.011844108456654,0.0204466230936819,3.2
98,40,1.4,0.2799999999999999,30,0,0.02,0.005,2,273099,274833,200,800,500,10,100,1.00925097923321,0.0176849183477425,2.7058823529411766
99,40,1.4,0.2799999999999999,30,0,0.02,0.005,2,275343,277094,200,800,500,10,100,1.0063127204465472,0.0163485280151947,2.764705882352941
100,40,1.5,0.3,30,0,0.02,0.005,2,277564,278982,200,800,500,10,100,1.0028655919710947,0.0192194835680751,3.2142857142857144
101,40,1.5,0.3,30,0,0.02,0.005,2,279415,280892,200,800,500,10,100,0.999460963344289,0.0184346846846846,2.857142857142857
102,40,1.5,0.3,30,0,0.02,0.005,2,281308,282815,200,800,500,10,100,0.9963318848094496,0.01932119205298,3.066666666666667
103,40,1.5,0.3,30,0,0.02,0.005,2,283261,284779,200,800,500,10,100,0.9929484567046482,0.0181798245614034,3.2666666666666666
104,40,1.5,0.3,30,0,0.02,0.005,2,285213,286825,200,800,500,10,100,0.9894389812281608,0.0175541795665634,2.8125
105,40,1.5,0.3,30,0,0.02,0.005,2,287254,288711,200,800,500,10,100,0.9858932999760058,0.0200513698630137,3.2142857142857144
106,40,1.5,0.3,30,0,0.02,0.005,2,289179,290623,200,800,500,10,100,0.9822768347608124,0.0197923875432526,3.357142857142857
107,40,1.5,0.3,30,0,0.02,0.005,2,291109,292679,200,800,500,10,100,0.9788278560597266,0.0181851851851851,3.066666666666667
108,40,1.5,0.3,30,0,0.02,0.005,2,293130,294525,200,800,500,10,100,0.974970497188018,0.0196309523809523,3.3846153846153846
109,40,1.5,0.3,30,0,0.02,0.005,2,294966,296353,200,800,500,10,100,0.9710189365757964,0.0196282973621103,3.4615384615384617
